2022-12-20 11:42:09,428 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-12-20 11:42:09,468 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-12-20 11:42:09,469 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-12-20 11:42:09,469 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-12-20 11:42:09,471 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-12-20 11:42:09,472 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-12-20 11:42:09,472 INFO  SwAddin.cs: 201 - Setting up command manager
2022-12-20 11:42:09,473 INFO  SwAddin.cs: 204 - Adding command manager
2022-12-20 11:42:09,475 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-12-20 11:42:09,476 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-12-20 11:42:09,476 INFO  SwAddin.cs: 210 - Adding event handlers
2022-12-20 11:42:09,478 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-12-20 11:48:14,175 INFO  SwAddin.cs: 294 - Assembly export called for file assembly rover.SLDASM
2022-12-20 11:48:14,176 INFO  SwAddin.cs: 299 - Save is required
2022-12-20 11:48:14,176 INFO  SwAddin.cs: 313 - Saving assembly
2022-12-20 11:48:14,686 INFO  SwAddin.cs: 316 - Opening property manager
2022-12-20 11:48:14,707 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from assembly rover.SLDASM
2022-12-20 11:48:14,714 INFO  ExportHelperExtension.cs: 1136 - Found 38 in assembly rover.SLDASM
2022-12-20 11:48:14,715 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in assembly rover.SLDASM
2022-12-20 11:48:14,715 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-12-20 11:48:14,717 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2022-12-20 11:48:14,718 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_assembly-2
2022-12-20 11:48:14,719 INFO  ExportHelperExtension.cs: 1136 - Found 180 in Wheel_assembly-2
2022-12-20 11:48:14,720 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel_assembly-2
2022-12-20 11:48:14,720 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_assembly-1
2022-12-20 11:48:14,720 INFO  ExportHelperExtension.cs: 1136 - Found 180 in Wheel_assembly-1
2022-12-20 11:48:14,721 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel_assembly-1
2022-12-20 11:48:14,721 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from chassis_final-1
2022-12-20 11:48:14,721 INFO  ExportHelperExtension.cs: 1136 - Found 50 in chassis_final-1
2022-12-20 11:48:14,722 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in chassis_final-1
2022-12-20 11:48:14,722 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_assembly-3
2022-12-20 11:48:14,723 INFO  ExportHelperExtension.cs: 1136 - Found 180 in Wheel_assembly-3
2022-12-20 11:48:14,726 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel_assembly-3
2022-12-20 11:48:14,726 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel_assembly-4
2022-12-20 11:48:14,727 INFO  ExportHelperExtension.cs: 1136 - Found 180 in Wheel_assembly-4
2022-12-20 11:48:14,727 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel_assembly-4
2022-12-20 11:48:14,728 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from assembly rover.SLDASM
2022-12-20 11:48:14,728 INFO  ExportHelperExtension.cs: 1136 - Found 38 in assembly rover.SLDASM
2022-12-20 11:48:14,728 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [RefAxis] in assembly rover.SLDASM
2022-12-20 11:48:14,729 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
