2023-01-25 10:42:44,025 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-01-25 10:42:44,085 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-01-25 10:42:44,087 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-01-25 10:42:44,088 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-01-25 10:42:44,092 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-01-25 10:42:44,092 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-01-25 10:42:44,093 INFO  SwAddin.cs: 201 - Setting up command manager
2023-01-25 10:42:44,094 INFO  SwAddin.cs: 204 - Adding command manager
2023-01-25 10:42:44,097 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-01-25 10:42:44,098 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-01-25 10:42:44,098 INFO  SwAddin.cs: 210 - Adding event handlers
2023-01-25 10:42:44,231 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-01-25 11:58:19,049 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2023-01-25 11:58:19,052 INFO  SwAddin.cs: 299 - Save is required
2023-01-25 11:58:19,053 INFO  SwAddin.cs: 313 - Saving assembly
2023-01-25 11:58:19,054 INFO  SwAddin.cs: 316 - Opening property manager
2023-01-25 11:58:19,101 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2023-01-25 11:58:19,110 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Assem1
2023-01-25 11:58:19,111 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2023-01-25 11:58:19,111 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-01-25 11:58:19,113 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2023-01-25 11:58:19,114 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from NISSAN GTR-1
2023-01-25 11:58:19,115 INFO  ExportHelperExtension.cs: 1136 - Found 268 in NISSAN GTR-1
2023-01-25 11:58:19,117 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in NISSAN GTR-1
2023-01-25 11:58:19,117 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from design-2 tire1-12
2023-01-25 11:58:19,119 INFO  ExportHelperExtension.cs: 1136 - Found 80 in design-2 tire1-12
2023-01-25 11:58:19,122 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in design-2 tire1-12
2023-01-25 11:58:19,123 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from design-2 tire1-13
2023-01-25 11:58:19,124 INFO  ExportHelperExtension.cs: 1136 - Found 80 in design-2 tire1-13
2023-01-25 11:58:19,125 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in design-2 tire1-13
2023-01-25 11:58:19,126 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from design-2 tire1-5
2023-01-25 11:58:19,127 INFO  ExportHelperExtension.cs: 1136 - Found 80 in design-2 tire1-5
2023-01-25 11:58:19,128 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in design-2 tire1-5
2023-01-25 11:58:19,130 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from design-2 tire1-4
2023-01-25 11:58:19,131 INFO  ExportHelperExtension.cs: 1136 - Found 80 in design-2 tire1-4
2023-01-25 11:58:19,132 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in design-2 tire1-4
2023-01-25 11:58:19,133 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2023-01-25 11:58:19,134 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Assem1
2023-01-25 11:58:19,135 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2023-01-25 11:58:19,136 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-01-25 11:58:19,136 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2023-01-25 11:58:19,137 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from NISSAN GTR-1
2023-01-25 11:58:19,138 INFO  ExportHelperExtension.cs: 1136 - Found 268 in NISSAN GTR-1
2023-01-25 11:58:19,143 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in NISSAN GTR-1
2023-01-25 11:58:19,144 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from design-2 tire1-12
2023-01-25 11:58:19,171 INFO  ExportHelperExtension.cs: 1136 - Found 80 in design-2 tire1-12
2023-01-25 11:58:19,173 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in design-2 tire1-12
2023-01-25 11:58:19,173 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from design-2 tire1-13
2023-01-25 11:58:19,174 INFO  ExportHelperExtension.cs: 1136 - Found 80 in design-2 tire1-13
2023-01-25 11:58:19,175 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in design-2 tire1-13
2023-01-25 11:58:19,175 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from design-2 tire1-5
2023-01-25 11:58:19,176 INFO  ExportHelperExtension.cs: 1136 - Found 80 in design-2 tire1-5
2023-01-25 11:58:19,177 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in design-2 tire1-5
2023-01-25 11:58:19,177 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from design-2 tire1-4
2023-01-25 11:58:19,177 INFO  ExportHelperExtension.cs: 1136 - Found 80 in design-2 tire1-4
2023-01-25 11:58:19,178 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in design-2 tire1-4
2023-01-25 11:58:21,153 INFO  SwAddin.cs: 339 - Loading config tree
2023-01-25 11:58:21,158 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
